Date,SP500,AAPL,AIG,AMZN,AVGO,BAC,BRK-B,C,CSCO,CVX,GE,GOOGL,IBM,INTC,JNJ,JPM,KO,LLY,META,MO,MRK,MSFT,NVDA,PFE,PG,T,TSLA,TWX,UNH,V,WFC,WMT,XOM,HD,MA,ORCL,VZ
2004-07-14,86.0222268745,136.7861271576,83.3232741533,285.9205776207,,178.8461708698,133.4666666668,86.5933998865,59.0584307102,128.6064239846,78.0309343510,,76.8813838578,63.8184336812,126.7538872793,76.7314736638,93.4510829297,92.0123440323,,132.6047308790,64.1185269653,92.9433023669,61.0944310046,79.4062088929,164.7729989103,56.3744238477,,32.8576864581,219.8410340301,,121.5060994483,94.6503321696,117.8422605273,73.2550389295,,37.0815450627,73.1082414072
2004-07-15,85.6520873246,151.7687861160,82.6339645109,280.7797833968,,177.8914760078,133.7111111111,84.8845722614,59.1385642660,128.6607169342,78.5962052310,,76.7808614254,63.3803835146,125.4618680416,75.7841715200,92.8665570005,90.4424908321,,130.4397556813,62.7569908189,92.0512052589,60.5907990431,76.0674591515,164.5635924124,55.0812127651,,32.4391172039,233.3724450100,,121.2947844933,94.2003020620,117.4793499147,72.8729494766,,36.8068669511,72.3804858758
2004-07-16,85.2436833944,148.5317918962,82.0159627624,272.0577617352,,179.2068333734,134.2666666672,83.7325536375,57.4290484062,129.4886844128,77.9367225382,,77.0184599016,62.1483674207,128.7485836457,75.4684041384,92.3916296830,89.7252303185,,131.7116786095,62.8833189150,90.7295799146,58.8087167180,75.6005011457,164.8328293388,55.3206962990,,31.9444444490,233.1238364086,,122.3724907665,94.7763405989,118.8013814344,72.0026346124,,35.0901287539,71.9438325568
2004-07-19,85.2057606604,147.8381502772,81.7663851334,265.8194945860,,181.1374385389,134.0662222229,84.4621654327,57.0818029971,129.1764999532,78.2664638844,,77.9505770002,62.8328208064,127.8419034794,75.7841715199,91.9532352362,88.6831725908,,132.1446736498,62.3920429860,92.3485709622,59.4673123597,74.9701078381,163.5763903488,55.4643864194,,32.0395738248,232.0228554633,,123.5135915269,95.1543658892,118.9828367410,70.6228671448,,35.4678111572,71.6943163747
2004-07-20,85.8068320525,148.9017340916,81.7426158358,271.4223826715,,180.8828532418,133.1555555557,84.5773672949,58.4974958183,128.6335704586,78.2193579781,,78.9192477108,63.7089211401,127.6379004420,76.6262178700,91.4783079191,87.5869819942,,132.0093626999,62.9254282801,93.5710744065,60.8232445633,75.4837616448,163.0379164960,55.7278183065,,32.5532724552,234.1893018401,,122.6894631998,95.8564128567,118.9828367410,72.1512249547,,36.0515021444,72.2141417547
2004-07-21,84.6696335928,146.2196531670,80.0431110281,258.5415162468,,178.0187686558,133.0666666671,84.3661638802,56.4941569206,127.4934185203,76.7826278253,,77.9505770000,61.6555609832,126.3685482091,77.5103665379,89.8708616142,88.3448421597,,129.8443875021,62.5885533571,95.3552686218,56.9878934730,74.7132809351,160.0164798787,55.5601798329,,32.6293759558,228.4002729950,,120.9778120602,95.6223972013,117.0905171157,71.1747741318,,35.5364806850,70.9665608431
2004-07-22,84.9003709595,146.4971098148,79.9004952404,264.4332129969,,180.0554510287,131.3111111118,85.6333843667,57.2153589240,127.9141888781,77.4421105186,,78.6450956225,63.7089211405,127.4792314133,77.4261619025,89.4507336024,87.6140484289,,127.9770963938,63.6693604009,95.9830406603,58.3050847564,75.9040238500,160.4372595022,56.4702172609,,32.7625570821,227.0861989619,,120.6397081308,95.2443719114,117.6608052218,71.7479083108,,35.5708154488,71.9646255726
2004-07-23,84.0776289666,141.9653179083,80.9344597032,230.5270758138,,180.0342355865,130.7088888901,85.0765753654,55.9332220291,127.1812340611,76.5942041990,,77.5393488678,62.0114767442,126.3458812047,76.8998829333,82.5094881934,84.8668053283,,128.0041585841,63.3886312983,92.6128960308,56.6392251921,75.4137179437,157.7623033213,58.0029118768,,32.2298325767,223.3925854662,,119.6887908307,95.6944020192,117.4793499151,70.0497329664,,34.6781115861,73.4409296507
2004-07-26,83.9127609974,144.5549132845,82.0040781133,224.0000000011,,180.9040686840,129.0666666672,84.1165598453,54.8647746170,126.8554763647,76.0995921790,,77.7586705382,62.9149552131,125.6432040759,76.7735759806,80.9203083230,84.0954119452,,127.0840441245,63.1640480165,94.6614153147,55.0508474678,74.1062355273,159.6558116295,59.2721746060,,31.6780821962,226.1983111020,,120.0691577505,94.7763406001,117.5052721014,69.7950066645,,34.6094420582,75.8945054430
2004-07-27,84.7456157193,149.9653179080,84.1908535299,226.1371841176,,180.3312517670,129.3777777784,84.2893626392,55.3188647670,127.3848326223,77.2536868916,,78.4806043701,63.7089211406,126.1418781672,77.6998269658,79.9156543820,85.3540011485,,127.4629147845,63.2201938370,94.1327651771,56.9104116326,74.9467599379,161.9700995620,60.6851274553,,32.1727549513,218.4204134512,,121.3581789795,97.0264911368,117.7126495947,70.9625022141,,35.6394849765,78.7223555086
2004-07-28,84.8070962765,149.2254335151,84.4760851058,219.3212996416,,180.1827436776,128.8444444456,84.6925691576,54.7579298757,128.0092015414,78.4077816043,,78.4531891612,64.2017275785,126.2098791799,78.0366455059,79.7877893349,86.1930606173,,126.3804271858,63.1921209270,94.4631715133,55.4382566688,73.8260607237,160.6175936279,60.8288175757,,31.6780821962,219.4858788826,,121.3581789795,97.0444923414,118.7495370608,71.1110925567,,35.1931330451,80.4689687842
2004-07-29,85.2196262422,150.9364161740,83.6085057284,222.8447653452,,180.2676054435,130.2222222231,85.7869868498,55.5592654348,129.5972703124,78.2193579779,,79.2939222305,66.2277096002,125.7338720930,78.1840036176,78.6552703475,86.1253945309,,127.7335366851,63.7255062217,94.0336432764,59.0799031586,74.5498456329,159.0546978819,60.8288175757,,31.4497716938,227.3348075612,,121.9921238458,96.2704405573,119.3198251671,71.5780907766,,35.6394849765,80.8224500426
2004-07-30,85.3202174111,149.5491329372,83.9650451981,224.8086642616,,180.3524672084,128.6222222231,85.4188855062,55.7195325464,129.8280153479,78.3135697912,,79.5680743186,66.7478941731,125.2805320099,78.5839756342,80.1165851707,86.2336602685,,128.8160242840,63.6553239459,94.0336432764,59.6610169599,74.6198893340,156.7404099498,60.6851274557,,31.6780821961,223.3925854653,,121.3159159881,95.4243839552,120.0197242062,71.5780907766,,36.0858369078,80.1362805414
2004-08-02,85.6996392268,146.0346820711,83.8937373041,221.2274368253,,181.7526863406,128.8844444453,85.8644818693,56.7345575882,130.9545940484,78.3371227446,,79.2208150075,68.1715572151,125.8472071137,78.7523849045,80.7559104057,86.0035955753,,129.3572680832,63.8237614074,94.2318870785,60.2033898413,75.1802389407,160.3170367546,61.0443527563,,31.9824961992,223.9253181813,,122.2668332885,95.7304044285,119.8901132725,72.2361337228,,36.6351931308,80.4689687847
2004-08-03,85.1635436958,144.6936416091,84.6187008932,217.2418772577,,182.0497025203,127.6888888894,85.3220167312,55.3989983230,133.9135597928,77.4185575653,,78.3252515201,66.1455751936,125.6432040767,78.0366455065,80.5732460528,85.5569994059,,128.5995267633,62.9815741002,92.9102617339,57.3753026735,75.7639364484,161.2788187518,61.2119912299,,32.1727549512,221.2971701173,,121.4638364573,95.1723670954,121.5491332186,71.1535469408,,36.2575107274,81.1759313015
2004-08-04,85.0961500304,147.0057803372,84.2383921254,214.4115523480,,180.5434061817,126.3555555562,86.0194719088,56.4140233645,131.1174728973,77.4421105186,,78.5628499965,65.7349031623,125.9832091389,78.3313617290,80.7376439703,86.1389277474,,128.1394695334,63.0236834654,92.7120179322,58.1501210758,75.6471969469,162.4810462483,61.2838362901,,32.1156773255,221.4392321742,,122.0343868370,95.7664068375,119.8641910865,71.3021372835,,37.2532188818,81.4462404987
2004-08-05,83.7106167940,145.1560693541,82.3606175829,205.6895306874,,177.9975532155,126.7111111120,84.9151678773,55.0784640995,130.0316139084,75.8876155995,,77.8500545678,64.9121884791,125.1671969896,76.3736039644,80.0983187349,83.1074870850,,126.6510490848,62.3639700752,90.9608643500,56.3292978310,73.8961044248,159.7459786927,60.5414373356,,31.6590563209,220.0541271131,,119.9461434449,93.6962683441,118.8013814333,70.0072785830,,36.5321888389,80.3442106936
2004-08-06,82.4193463866,137.7109826487,81.0770754911,204.9963898937,,178.0187686566,126.9666666678,83.6752475619,53.2086811280,127.3441129105,74.2389088671,,76.4518789001,62.4440444304,123.7618427313,75.9736319483,79.4041941939,82.5526251783,,126.2180540450,61.1989443006,89.6722796386,36.0290556965,72.7987531111,159.2650876941,59.5116581404,,31.0692541899,217.8876807357,,120.0953036878,92.4001816347,116.9609061814,69.8374610487,,34.9871244614,79.7412132534
2004-08-09,82.5186340436,140.1156069261,81.2315759280,204.0144404358,,178.0611995387,124.0000000005,84.2177126999,53.4223706106,128.4435451362,75.0161563269,,76.5159856507,61.8407203295,123.5125056861,75.9315296308,78.9475333116,81.8353646645,,125.9744943352,61.8586576907,89.8044421729,38.1598063024,72.8454489118,159.5656445686,59.5356064940,,30.3082191821,217.9587117645,,120.1592295065,92.4721864517,118.1014823942,69.8586882407,,35.5708154485,79.7204202384
2004-08-10,83.5902994960,145.7572254225,81.4454996098,214.2960288834,,180.3312517667,127.5555555567,85.5932493003,54.6510851346,127.9549085918,75.5814272065,,77.8347530874,61.9778394433,124.6458558948,77.8682362362,79.3859277585,82.6338244817,,126.9487331738,62.6727720875,91.5886363884,41.1428571503,73.4991901197,162.9018258736,60.4695922756,,30.6316590605,223.9963492084,,121.4590544758,93.8042755695,117.4015833543,70.8351390636,,36.3948497833,81.2798963780
2004-08-11,83.3843814156,143.3988439191,80.9463443515,211.1768953104,,181.4556701605,126.4444444460,85.9226031346,48.9616026644,128.7693028338,75.8405096933,,76.6441991513,60.8808865331,126.9352233148,77.6787758077,81.1943048521,85.1983691488,,127.6794123033,63.1640480165,90.5643767465,39.9418886269,74.5731934596,164.3144431835,60.5653856894,,30.1750380558,228.0096023330,,122.6736450205,92.9402177637,117.6867274077,70.2407776932,,34.9527896975,81.9244798491
2004-08-12,82.4128130590,140.4393063469,79.5083018226,209.6173285234,,180.9889304500,125.8222222243,85.0507841628,47.4924874725,128.0906409658,74.4508854471,,75.2887992856,58.2481995481,127.6152334401,77.5945711727,80.0800522995,84.4634311404,,128.2206561031,62.8692824589,88.8132231644,39.0508474645,73.7751171053,163.1723270617,60.4456439227,,29.6803653008,228.2582109339,,121.7999921723,94.7763406016,116.2003229181,69.9435970082,,33.9914163071,81.0927592419
2004-08-13,82.5440682931,142.5202312024,79.0091465642,208.6931407976,,180.2463900012,125.7777777803,85.2638954670,47.5459098430,129.7601491617,75.1103681399,,76.8456775092,59.1257618764,126.5385507420,77.6156223316,81.0481733699,83.7965429472,,127.3546660240,62.5885533565,89.3088326684,40.7167070290,73.1178777546,163.6832737485,60.0145735621,,29.7184170512,230.4956883397,,122.6097192023,96.1264309240,117.1391047007,70.3469136522,,35.1244635172,81.2383103478
2004-08-16,83.6737400231,142.4277456528,80.8750364574,219.2057761777,,182.6649503197,125.8666666691,86.7363008416,48.7479131819,131.1989123220,76.0760392261,,76.9464166887,58.7418283580,127.7916332579,79.4470731430,81.3221698992,85.8652573416,,128.6807133323,63.2623032021,89.5070764704,40.2905569076,73.7046986032,165.2161138078,61.1640945244,,30.8409436876,231.6321848004,,123.1211257475,97.7465393100,117.5824183207,72.1299977638,,35.1931330450,81.4254474848
2004-08-17,83.8649042415,142.7514450743,81.1959219804,220.8231046982,,184.3197547478,128.0444444473,87.4918772841,49.8964941502,128.8643154966,75.6991919731,,76.9647329030,59.1806095223,128.8168825891,79.8470451593,80.9751076290,85.5113983000,,128.9513352318,63.1219386510,89.3749139356,42.4987893536,73.6577529349,164.8253898717,60.7569725169,,30.9170471882,230.8508434830,,123.3342118085,98.9526199980,115.6787774826,74.5074432465,,35.2961373369,80.9264151200
2004-08-18,84.9238446851,146.8208092356,83.1568890654,227.3501805103,,185.5290349066,128.1333333360,88.4218175209,50.7245408947,128.9053812434,77.2065809853,,77.9629665878,60.9357341792,129.9332651944,80.6680403506,81.4135020761,87.8659219201,,130.7915641502,64.3010008805,90.7295799138,45.1331719206,74.7609761307,165.9073946189,61.2598879377,,31.2785388168,231.0994520844,,123.5046806573,98.2685742884,116.8522547112,76.4815720849,,36.0858369078,81.3630684388
2004-08-19,84.6215140322,142.0115606814,82.9548500325,223.1335740114,,185.9745591751,128.0488888911,88.0730899323,51.0183639331,127.4407029175,77.0417103124,,77.7431720148,60.3598339014,129.3636822334,79.9944032703,80.4088481351,87.5801126949,,130.8456885298,63.7535791308,89.6061983709,45.1719128408,73.8924812749,163.7433851240,61.1880428777,,31.3926940681,230.4956883392,,123.4833720514,98.9903412682,117.5824183200,76.9273431129,,35.8798283240,81.6125846209
2004-08-20,85.1735880956,142.4277456517,83.7867754630,228.2166065014,,187.7566562505,128.6222222248,89.0224039245,50.4307178562,128.9190698262,76.9003925922,100.0000000000,78.0728638740,59.2628809912,129.9560485134,81.3627285896,80.7559104055,87.7842621417,,131.4951810886,64.6799851682,89.8705234401,47.8450363277,74.5027749577,164.8554455584,61.2359395842,,31.4878234440,232.8752278027,,123.6964581120,98.6114136037,117.9996546682,77.1820694148,,35.3991416286,82.3403401524
2004-08-23,84.9742664159,143.7225433394,83.5134285357,227.8700361032,,187.3323474220,127.3777777801,88.7705451106,51.2320534155,127.4680800835,76.5706512458,101.0802326650,77.5233774419,60.1404433197,129.9788318321,81.1522170021,80.9933740645,87.6481625102,,131.8469895579,64.8764955395,90.3330923104,48.8910411706,74.2915194523,164.5548886835,61.3317329975,,31.3356164424,230.7087814265,,123.3555204148,97.0776587714,117.3216456031,76.4178905096,,35.3648068648,82.0492379394
2004-08-24,85.0151483320,147.7456647259,83.6798136222,225.5595667899,,188.1597496356,125.7777777803,88.9642826602,50.6711185240,127.7144745681,76.8532866858,96.9439571598,77.5783260854,59.4548477507,130.2522316531,81.2364216372,80.4088481350,88.0564614036,,132.0905492676,65.0589694558,90.2668171139,47.0702179256,74.0098454452,165.1560024327,61.2838362909,,31.3546423176,230.7798124545,,123.9521613840,97.1859238187,116.9565637989,77.1183878395,,35.4678111567,81.6957566813
2004-08-25,85.6998389585,152.8323699275,84.4998544029,232.7797833970,,188.1385341949,127.6444444471,89.7004853473,51.6060100096,128.3989036928,77.2301339389,97.8672329419,77.9080179444,60.1952909653,131.3686142580,83.0257701316,80.9933740642,87.7570422148,,132.0634870777,64.5957664370,91.2940826533,49.0847457710,74.9018131350,166.2079514925,61.5233198250,,31.6780821958,231.4546072282,,124.7618884139,97.6189840066,117.8431910382,77.6915220180,,35.7081545044,81.4462404989
2004-08-26,85.7102723094,160.2774566317,84.0601223895,232.1444043347,,187.1201930087,127.5555555582,90.0104654261,51.2053422298,129.3707930497,77.2301339389,99.6306896860,77.5600098711,59.7016621557,131.0496477997,83.0468212907,81.2125712880,86.4640957182,,132.5506064972,63.2342302912,90.9295690748,49.2784503713,75.8407264933,167.4101789904,61.6430615919,,31.6590563207,231.9163089161,,124.9962830800,97.2220121676,117.9996546683,77.6278404427,,35.1244635172,81.1135522561
2004-08-27,85.9283214599,158.8439306199,84.2859307207,230.4693140831,,188.8386437610,127.6000000032,90.5141830548,52.0066777890,130.3837481529,77.1830280319,98.0057243088,77.7889625513,60.4146815474,131.4825308508,83.6152025768,81.6874986058,87.5392828052,,132.9565393469,63.3745948425,90.9958442706,50.1307506134,76.6388028478,168.2517382382,61.8825451260,,31.7922374470,233.1238364048,,124.9962830800,96.6445985837,118.4951228318,77.6702948261,,35.3304721009,81.0095871798
2004-08-30,85.2685237050,157.7803468047,84.2383921249,221.2851985595,,189.1144444999,127.4444444472,89.9135966521,50.8313856354,130.7259627155,76.7119689654,94.1833625698,77.2944247627,59.2080333459,131.0952144369,82.3100307343,81.0116405002,86.0149669358,,132.5506064978,63.0657928302,90.3993675051,48.4648910491,75.7937808257,166.8391209294,61.7867517122,,31.2024353161,231.4190917143,,124.4209507170,95.9950083016,117.6867274074,77.5429316755,,34.7124463498,81.1551382862
2004-08-31,85.6653274309,159.4913294637,84.6662394888,220.3032491000,,190.8541106936,128.6222222244,90.2429504857,50.1101836324,133.4636792126,77.2301339382,94.5896039144,77.5600098717,58.3853186629,132.3710802711,83.3204863543,81.6692321702,86.3552160136,,132.4694199273,63.1219386507,90.4656427012,48.2711864485,76.6857485155,168.2216825509,61.7628033588,,31.1073059400,234.8640966083,,125.1880605351,95.0386670530,120.2162227674,77.7870443809,,34.2317596545,81.6125846207
2004-09-01,85.8225109875,165.8265895784,83.5312555092,220.8808664275,,187.1201930096,127.6888888906,89.9910916717,50.9916527476,135.0652433631,77.4421105181,92.5583971931,77.1295788334,58.7692521816,131.6647973984,82.6468492740,81.5413671232,87.2534735795,,132.6047308772,63.0517564046,90.7638810840,49.2009685310,75.9346178288,168.9129633615,62.2417704265,,30.7648401866,236.7819343849,,125.3585293837,94.9664903555,121.1028500069,78.4678937847,,34.5064377662,82.1324100003
2004-09-02,86.7854908829,164.9017340873,85.5300093794,226.3104693160,,187.9775593008,128.0888888903,91.0372744381,51.5525876388,136.4067244467,78.0073813976,93.7217246787,77.4501125851,59.3725762825,131.4597475317,83.8678164815,82.8382840285,88.1653411088,,132.9565393463,63.8728165461,91.5260458390,51.2154963764,76.7561670171,169.7845782972,62.6967891407,,30.8219178122,239.1969893640,,126.6157371404,95.6702131610,122.5110226818,80.7019308912,,35.3304721008,83.0680956836
2004-09-03,86.4234982821,162.9132947811,85.3753439017,223.7689530705,,186.9487197525,127.5111111124,90.7466681138,50.0834724468,136.5709874363,77.3478987046,92.3368110054,77.2852666556,54.9847646404,131.8014973087,83.8888676406,83.0940141224,88.4375403716,,133.1459746762,64.3824400821,89.8360283381,49.6658595723,76.4040745081,169.9649124216,62.7446858474,,30.5175038091,238.0960084190,,126.2961080495,96.0852291748,122.7196408561,79.7444864169,,34.4377682381,83.2968188505
2004-09-07,87.0224199309,165.3641618322,86.4461049038,222.4404332158,,189.7780285137,128.4000000014,91.4441232910,50.8848080060,136.7763161731,78.5255463709,93.7032591636,77.8164368728,54.6282549447,131.8242806275,83.9309699583,83.3862770871,89.8257566101,,134.0390269449,64.8071263624,90.6644682892,48.7360774899,76.8500583532,170.2654692966,63.9181551631,,30.8409436874,242.1447770587,,127.2549953214,96.1574058728,122.9543363020,80.0849111190,,34.6094420580,84.0037813673
2004-09-08,86.6477706505,168.0924855311,86.3271314593,219.5523465738,,189.0921354807,128.8888888899,90.7079206033,51.5792988238,136.6120531831,79.2792408768,94.4511125474,78.6315084134,54.0797784895,132.7583966840,82.8784120207,79.3676613242,88.5600300398,,134.2555244650,64.6089394313,90.3330923087,47.7288135672,76.9204768548,170.5059147955,63.5828782156,,30.7458143115,243.6364286625,,125.7207756857,95.7784782085,122.7457181279,79.2976789958,,33.8540772510,84.0453673972
2004-09-09,86.8124126075,165.0867051845,85.6608801689,219.8989169719,,190.2067116587,128.0888888901,90.9597794174,53.2353923127,138.3641917406,79.7502999434,94.4603453052,79.1626786313,55.3138505141,131.0268644807,83.6573048949,79.4772599356,89.4582876062,,134.4178976046,64.0710034763,90.3993675052,52.4939467400,76.1458733341,168.5823508003,62.9841693810,,30.8980213130,243.6009131493,,125.6994670791,94.8582253092,123.8148862694,78.7444888556,,34.0944205986,83.7750581997
2004-09-10,87.2425610076,165.8728323518,85.5538040687,222.7870036153,,191.1926828937,127.6400000007,91.5216183103,54.6510851341,136.9542677442,79.7974058497,97.1470778320,79.4557380618,56.4108034246,131.1635643918,83.7836118475,78.4726059945,89.6216071639,,135.1756389244,64.7929701529,91.0952570641,54.5084745852,74.7844489649,168.8528519866,63.6307749224,,31.4117199431,244.5953475520,,125.9977875641,96.4461126642,123.5280362806,79.8721456805,,36.0171673794,83.8790232757
2004-09-13,87.4140096093,164.5780346638,84.6852979227,231.1046931460,,190.6782631190,127.5555555568,91.0566481923,54.1168614278,139.4592783382,79.4912174565,99.2521466158,79.2084691670,57.0963989937,132.4849968627,82.4363376871,78.6370039123,89.0772086391,,134.1472784382,64.3399714543,90.6313306916,55.5544794280,75.4182154815,169.1233531731,64.2773804637,,31.2975646921,245.0925647535,,126.1256391999,96.2656709192,123.8670408138,79.6381036978,,36.4635193106,84.3156765950
2004-09-14,87.6094575462,164.1156069177,85.0660129453,246.4693140861,,190.1209750299,128.0444444453,91.4247495359,54.3572620955,140.2258389572,79.6560881294,102.9360169879,79.4191056328,56.9592798801,132.9406632317,83.1310259259,78.7656158347,90.4518149148,,134.8614121887,64.4815335476,90.9295690745,55.7869249487,75.3947426472,170.2654692948,63.7505166895,,31.9634703237,248.3955075907,,125.4437638070,96.0310966508,123.7888089982,81.1487383123,,36.2231759629,84.8562949901
2004-09-15,86.9936901091,162.5895953578,84.7328872999,243.8122743750,,189.3493453675,127.6888888893,91.0179006822,52.2470784564,139.7330499872,78.9730524828,103.4068876368,79.0985718808,55.9994460835,132.5533468177,82.2679284173,75.6238103046,91.2411927762,,134.4494119473,64.2691904076,90.1011291232,52.6876513402,74.7609761309,169.2135202350,62.4094089001,,31.6971080711,249.6030350787,,125.9338617463,95.4717272410,123.6844999106,81.6806519089,,38.9012875508,83.0680956835
2004-09-16,87.2396175938,168.0924855313,85.0303209116,245.8916967581,,190.0781067147,127.6222222229,91.4053757805,52.3272120123,139.5414098330,78.9730524828,105.2257409278,78.8696192009,55.1493075776,132.4166469066,83.3204863553,73.5660195483,90.8601138086,,134.3395452161,63.9577538020,90.3330923095,54.6634382655,74.5966662930,168.0413484258,63.6068265690,,31.7922374471,247.8272593608,,126.2108736249,95.2191087978,123.9974271722,82.3402247691,,38.5579399113,83.5463350332
2004-09-17,87.6321849061,171.7456647215,85.2801651455,248.1444043384,,191.4498927811,127.6000000009,90.9597794172,51.1786310440,142.1969948343,80.5982062618,108.4756716823,78.5216111271,56.3559557792,133.3279796455,83.4678444662,74.0437209737,90.3565451733,,133.1584778585,63.6604734058,91.1615322609,56.9104116317,74.4558292895,169.0932974856,63.4152397422,,32.1347032006,247.9693214178,,126.4452682919,94.6958277377,126.1357634560,81.5104395582,,39.5193133017,84.3572626254
2004-09-20,87.1395940833,174.3815028714,84.7566819887,249.9350180574,,190.2067116598,127.6444444449,87.9568474019,51.5258764527,142.4433893191,80.5746533083,110.5253439199,78.4849786982,57.3706372215,131.9609805377,82.8994631797,74.3009448183,89.1588684189,,129.3131422767,63.2357871253,91.1615322609,56.8329297914,72.7423124114,163.4428282486,63.3194463285,,31.9063926982,247.7207128166,,125.8060101103,94.1905908522,125.7185271074,81.8295877161,,39.1416308982,83.5671280482
2004-09-21,87.6919467198,177.8497109640,84.3997616546,250.0678700440,,191.5356294115,128.0000000004,88.4411912753,52.4874791237,146.5225868991,81.1634771417,108.7988182063,78.5032949127,57.9465374997,131.9154139005,84.4151466105,74.8337656395,88.6825197098,,126.7587407825,63.4764426839,90.3330923092,58.3438256756,72.5075840720,164.9456126197,63.2476012683,,31.5258751942,250.4198919102,,125.8699359283,94.2988558994,129.0564178910,82.5317136634,,39.1759656620,84.3156765948
2004-09-22,86.4715022086,170.7283236823,83.1862325189,239.0180505487,,188.2776375050,128.8888888887,85.9807243985,50.6444073375,145.4822546299,79.9151706157,109.2973871294,77.2120017973,55.9994460837,130.5484147928,83.8888676412,74.2641985552,86.9948842828,,124.6438062121,63.3490367996,89.8360283378,55.6319612685,70.8879585291,163.2023827487,63.1278595017,,31.2975646920,249.6740661083,,125.0815175042,93.2883821275,127.4135497711,81.3827802945,,38.2489270355,84.1077464425
2004-09-23,86.0851843946,172.3468207914,82.4129051287,241.6173285264,,186.7772464954,129.2888888893,85.0120366516,50.3238731140,143.2373271022,79.1850290973,111.5501800391,76.8182031877,55.8897507926,128.8624492259,83.0678724493,73.5292732853,86.4232658318,,125.6051401071,62.6695387514,90.5981930931,56.1355932298,70.2541920125,163.1422713730,62.3615121938,,31.4497716934,248.9282403073,,123.8669269598,94.8040927854,124.5450498780,81.1912913994,,37.9399141602,83.4631629714
2004-09-24,86.2208862861,172.4393063403,82.2463423058,236.4765343036,,188.5348473911,128.0444444449,85.5351280348,49.1485809604,144.6335625152,79.1613351930,110.6361370150,77.3218990836,55.1218837554,128.8396659081,83.6783560529,73.4741538898,86.6410252418,,124.1768726050,62.4288831929,90.3330923088,54.4309927450,69.6204254962,162.5411576242,62.3854605473,,31.3926940679,253.3321640909,,124.9536658677,95.2912854968,124.7275907801,81.7657580840,,37.8025751045,83.8166442296
2004-09-27,85.7094681267,173.5491329291,81.6633724272,230.6425992842,,187.8489543584,127.6222222224,84.4889452681,48.1602671043,147.0153758677,78.4742119600,109.1865940365,77.0746301894,54.6282549457,128.7940992710,82.3731842098,72.8127211468,85.6066680446,,124.0120725090,62.9385067294,90.1011291227,53.4624697422,69.5265341601,161.1886516894,62.1938737206,,31.0692541897,257.7716033879,,125.7633928974,94.7680044363,125.0665953129,81.5104395575,,38.4206008554,82.7562004547
2004-09-28,86.2323971368,175.8150288827,81.3302467820,227.7545126411,,187.2487979545,127.9111111109,85.8451081138,48.2671118454,148.0283309709,78.9243961473,117.1267657659,77.3676896199,53.9700831995,130.0927484228,82.8994631789,73.4741538899,84.4498211794,,126.9784742434,63.5896923592,90.3662299069,54.2372881441,70.6062845222,161.6094313135,61.8346484201,,30.8789954379,261.6427944555,,126.4452682904,95.2371529731,126.5529998030,82.6168198387,,39.0042918427,82.8809585460
2004-09-29,86.6093906361,178.8670520043,81.4968096049,235.8989169738,,186.8629831236,127.7111111113,86.6006845567,48.9081802929,146.8237357121,79.2561108114,121.1153171465,77.8255949802,55.0670361099,129.9332651935,83.5309979412,73.5109001533,84.1776219171,,127.7750080422,63.8020354991,91.3603578487,55.5544794279,70.8410128620,163.6832737457,62.2896671346,,30.5745814349,256.4930448710,,126.4026510786,95.6341248122,125.5620634764,83.7870297515,,39.1759656624,82.7146144241
2004-09-30,86.5931492988,179.1907514269,80.8900450374,236.0144404384,,185.7484069445,127.6000000003,85.4770067704,48.3472454013,146.8511128770,79.5641315711,119.6565414103,78.5216111272,55.0121884642,128.3384329008,83.6362537354,73.5843926801,81.7278285553,,129.2032755437,46.7154908246,91.6254586330,56.2518159900,71.8268718876,162.6613803735,62.1459770146,,30.7077625612,261.8914030572,,127.0632178662,95.9950083025,126.0314543682,83.4040519616,,38.7296137311,81.8828938168
2004-10-01,87.9075097368,178.8208092303,81.7585511836,233.7617328566,,189.3064770522,126.2222222222,86.9300383903,50.5375625961,147.6176734967,80.4881938499,122.4079032421,79.4191056325,57.1786704627,129.8649152374,84.9203744195,74.0620941055,83.9190326180,,131.8400770860,47.1543333140,93.6137145167,58.5762711962,72.6953667439,164.2843874946,63.0320660893,,31.5829528201,261.9624340868,,128.2564998053,95.8686990814,127.4917815862,83.5104346806,,40.8583690959,83.2552328196
2004-10-04,88.2027551720,179.3757225250,81.4849122606,236.8808664312,,190.1209750283,126.1333333335,86.6588058217,50.6444073371,147.4534105074,80.8436024188,124.6976271824,79.8220623495,57.9465374998,130.4344981987,84.4151466090,74.8705119030,83.7829329869,,131.3731434793,48.4567045732,93.1829257421,60.2421307607,73.4699702644,163.3526611849,64.4210705849,,31.7351598217,260.0445963114,,128.7465977440,96.1934942221,127.5700134017,84.3402198912,,40.7553648042,85.0850181565
2004-10-05,88.1495845030,182.9364161667,79.1173407112,236.5920577659,,191.7071026671,126.7999999999,86.2519569681,51.0450751169,149.0686632404,80.6777450867,127.7536700224,79.9685920645,58.4127424866,130.9129478863,83.7782113982,74.6684074539,84.3953813274,,130.6040763623,47.3242078262,94.1107784881,58.8861985568,73.4464974303,163.0821599985,65.1395211864,,31.7161339466,262.1400116611,,128.5761288955,96.3739359669,128.6131042716,84.1061779089,,41.8884120143,85.6256365512
