Date,Top 10 tickers,Top 10 stock indices
2023-04-10,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, TSLA, META, UNH, XOM","0, 20, 10, 2, 5, 21, 25, 17, 27, 31"
2023-04-11,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, TSLA, META, UNH, V","0, 20, 10, 2, 5, 21, 25, 17, 27, 28"
2023-04-12,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, TSLA, META, UNH, V","0, 20, 10, 2, 5, 21, 25, 17, 27, 28"
2023-04-13,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, TSLA, META, UNH, V","0, 20, 10, 2, 5, 21, 25, 17, 27, 28"
2023-04-14,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, TSLA, META, UNH, V","0, 20, 10, 2, 5, 21, 25, 17, 27, 28"
2023-04-17,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, TSLA, META, V, UNH","0, 20, 10, 2, 5, 21, 25, 17, 28, 27"
2023-04-18,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, TSLA, META, V, UNH","0, 20, 10, 2, 5, 21, 25, 17, 28, 27"
2023-04-19,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, TSLA, META, V, XOM","0, 20, 10, 2, 5, 21, 25, 17, 28, 31"
2023-04-20,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, TSLA, META, V, XOM","0, 20, 10, 2, 5, 21, 25, 17, 28, 31"
2023-04-21,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, META, TSLA, V, XOM","0, 20, 10, 2, 5, 21, 17, 25, 28, 31"
2023-04-24,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, META, TSLA, V, XOM","0, 20, 10, 2, 5, 21, 17, 25, 28, 31"
2023-04-25,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, META, TSLA, XOM, V","0, 20, 10, 2, 5, 21, 17, 25, 31, 28"
2023-04-26,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, META, TSLA, XOM, V","0, 20, 10, 2, 5, 21, 17, 25, 31, 28"
2023-04-27,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, META, TSLA, V, XOM","0, 20, 10, 2, 5, 21, 17, 25, 28, 31"
2023-04-28,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, META, TSLA, XOM, V","0, 20, 10, 2, 5, 21, 17, 25, 31, 28"
2023-05-01,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, META, TSLA, XOM, V","0, 20, 10, 2, 5, 21, 17, 25, 31, 28"
2023-05-02,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, META, TSLA, V, XOM","0, 20, 10, 2, 5, 21, 17, 25, 28, 31"
2023-05-03,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, META, TSLA, V, UNH","0, 20, 10, 2, 5, 21, 17, 25, 28, 27"
2023-05-04,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, META, TSLA, V, UNH","0, 20, 10, 2, 5, 21, 17, 25, 28, 27"
2023-05-05,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, META, TSLA, V, UNH","0, 20, 10, 2, 5, 21, 17, 25, 28, 27"
2023-05-08,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, V, UNH","0, 20, 10, 2, 21, 5, 17, 25, 28, 27"
2023-05-09,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, V, UNH","0, 20, 10, 2, 21, 5, 17, 25, 28, 27"
2023-05-10,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, META, TSLA, V, UNH","0, 20, 10, 2, 5, 21, 17, 25, 28, 27"
2023-05-11,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, V, UNH","0, 20, 10, 2, 21, 5, 17, 25, 28, 27"
2023-05-12,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, META, TSLA, V, UNH","0, 20, 10, 2, 5, 21, 17, 25, 28, 27"
2023-05-15,"AAPL, MSFT, GOOGL, AMZN, BRK-B, NVDA, META, TSLA, V, UNH","0, 20, 10, 2, 5, 21, 17, 25, 28, 27"
2023-05-16,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, V, UNH","0, 20, 10, 2, 21, 5, 17, 25, 28, 27"
2023-05-17,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, V, UNH","0, 20, 10, 2, 21, 5, 17, 25, 28, 27"
2023-05-18,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, V, UNH","0, 20, 10, 2, 21, 5, 17, 25, 28, 27"
2023-05-19,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, V, UNH","0, 20, 10, 2, 21, 5, 17, 25, 28, 27"
2023-05-22,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, V, UNH","0, 20, 10, 2, 21, 5, 17, 25, 28, 27"
2023-05-23,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, V, UNH","0, 20, 10, 2, 21, 5, 17, 25, 28, 27"
2023-05-24,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, V, UNH","0, 20, 10, 2, 21, 5, 17, 25, 28, 27"
2023-05-25,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, V, UNH","0, 20, 10, 2, 21, 5, 17, 25, 28, 27"
2023-05-26,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, V, UNH","0, 20, 10, 2, 21, 5, 17, 25, 28, 27"
2023-05-30,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, V, UNH","0, 20, 10, 2, 21, 5, 17, 25, 28, 27"
2023-05-31,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, V, UNH","0, 20, 10, 2, 21, 5, 17, 25, 28, 27"
2023-06-01,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, UNH, V","0, 20, 10, 2, 21, 5, 17, 25, 27, 28"
2023-06-02,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, V, UNH","0, 20, 10, 2, 21, 5, 17, 25, 28, 27"
2023-06-05,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, V, UNH","0, 20, 10, 2, 21, 5, 17, 25, 28, 27"
2023-06-06,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, V, UNH","0, 20, 10, 2, 21, 5, 17, 25, 28, 27"
2023-06-07,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, TSLA, META, V, UNH","0, 20, 10, 2, 21, 5, 25, 17, 28, 27"
2023-06-08,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, TSLA, META, V, UNH","0, 20, 10, 2, 21, 5, 25, 17, 28, 27"
2023-06-09,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, V, UNH","0, 20, 10, 2, 21, 25, 5, 17, 28, 27"
2023-06-12,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, UNH, V","0, 20, 10, 2, 21, 25, 5, 17, 27, 28"
2023-06-13,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, V, UNH","0, 20, 10, 2, 21, 25, 5, 17, 28, 27"
2023-06-14,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, V, UNH","0, 20, 10, 2, 21, 25, 5, 17, 28, 27"
2023-06-15,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, V, UNH","0, 20, 10, 2, 21, 25, 5, 17, 28, 27"
2023-06-16,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, V, UNH","0, 20, 10, 2, 21, 25, 5, 17, 28, 27"
2023-06-20,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, V, UNH","0, 20, 10, 2, 21, 25, 5, 17, 28, 27"
2023-06-21,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, V, UNH","0, 20, 10, 2, 21, 25, 5, 17, 28, 27"
2023-06-22,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, V, UNH","0, 20, 10, 2, 21, 25, 5, 17, 28, 27"
2023-06-23,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, V, UNH","0, 20, 10, 2, 21, 25, 5, 17, 28, 27"
2023-06-26,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, UNH","0, 20, 10, 2, 21, 25, 17, 5, 28, 27"
2023-06-27,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, V, UNH","0, 20, 10, 2, 21, 25, 5, 17, 28, 27"
2023-06-28,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, UNH","0, 20, 10, 2, 21, 25, 17, 5, 28, 27"
2023-06-29,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, UNH","0, 20, 10, 2, 21, 25, 17, 5, 28, 27"
2023-06-30,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, V, UNH","0, 20, 10, 2, 21, 25, 5, 17, 28, 27"
2023-07-03,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, V, UNH","0, 20, 10, 2, 21, 25, 5, 17, 28, 27"
2023-07-05,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, V, UNH","0, 20, 10, 2, 21, 25, 5, 17, 28, 27"
2023-07-06,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, LLY","0, 20, 10, 2, 21, 25, 17, 5, 28, 16"
2023-07-07,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, LLY","0, 20, 10, 2, 21, 25, 17, 5, 28, 16"
2023-07-10,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, V, UNH","0, 20, 10, 2, 21, 25, 5, 17, 28, 27"
2023-07-11,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, UNH","0, 20, 10, 2, 21, 25, 17, 5, 28, 27"
2023-07-12,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, UNH","0, 20, 10, 2, 21, 25, 17, 5, 28, 27"
2023-07-13,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, JPM","0, 20, 10, 2, 21, 25, 17, 5, 28, 14"
2023-07-14,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, JPM","0, 20, 10, 2, 21, 25, 17, 5, 28, 14"
2023-07-17,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, UNH","0, 20, 10, 2, 21, 25, 17, 5, 28, 27"
2023-07-18,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, UNH","0, 20, 10, 2, 21, 25, 17, 5, 28, 27"
2023-07-19,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, UNH","0, 20, 10, 2, 21, 25, 17, 5, 28, 27"
2023-07-20,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, UNH","0, 20, 10, 2, 21, 25, 17, 5, 28, 27"
2023-07-21,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, UNH","0, 20, 10, 2, 21, 25, 17, 5, 28, 27"
2023-07-24,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, V, UNH","0, 20, 10, 2, 21, 25, 5, 17, 28, 27"
2023-07-25,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, V, UNH","0, 20, 10, 2, 21, 25, 5, 17, 28, 27"
2023-07-26,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, V, UNH","0, 20, 10, 2, 21, 25, 5, 17, 28, 27"
2023-07-27,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, UNH","0, 20, 10, 2, 21, 25, 17, 5, 28, 27"
2023-07-28,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, UNH","0, 20, 10, 2, 21, 25, 17, 5, 28, 27"
2023-07-31,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, UNH","0, 20, 10, 2, 21, 25, 17, 5, 28, 27"
2023-08-01,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, UNH","0, 20, 10, 2, 21, 25, 17, 5, 28, 27"
2023-08-02,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, TSLA, BRK-B, V, UNH","0, 20, 10, 2, 21, 17, 25, 5, 28, 27"
2023-08-03,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, TSLA, BRK-B, V, UNH","0, 20, 10, 2, 21, 17, 25, 5, 28, 27"
2023-08-04,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, UNH","0, 20, 10, 2, 21, 25, 17, 5, 28, 27"
2023-08-07,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, V, UNH","0, 20, 10, 2, 21, 25, 17, 5, 28, 27"
2023-08-08,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, TSLA, BRK-B, V, UNH","0, 20, 10, 2, 21, 17, 25, 5, 28, 27"
2023-08-09,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, V","0, 20, 10, 2, 21, 17, 5, 25, 16, 28"
2023-08-10,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, V","0, 20, 10, 2, 21, 17, 5, 25, 16, 28"
2023-08-11,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, V","0, 20, 10, 2, 21, 17, 5, 25, 16, 28"
2023-08-14,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, LLY, V","0, 20, 10, 2, 21, 5, 17, 25, 16, 28"
2023-08-15,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, V","0, 20, 10, 2, 21, 17, 5, 25, 16, 28"
2023-08-16,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, V","0, 20, 10, 2, 21, 17, 5, 25, 16, 28"
2023-08-17,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, LLY, V","0, 20, 10, 2, 21, 5, 17, 25, 16, 28"
2023-08-18,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, LLY, V","0, 20, 10, 2, 21, 5, 17, 25, 16, 28"
2023-08-21,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, LLY, V","0, 20, 10, 2, 21, 5, 17, 25, 16, 28"
2023-08-22,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, LLY, V","0, 20, 10, 2, 21, 5, 17, 25, 16, 28"
2023-08-23,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, TSLA, META, LLY, V","0, 20, 10, 2, 21, 5, 25, 17, 16, 28"
2023-08-24,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, LLY, V","0, 20, 10, 2, 21, 5, 17, 25, 16, 28"
2023-08-25,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, LLY, V","0, 20, 10, 2, 21, 5, 17, 25, 16, 28"
2023-08-28,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, TSLA, META, LLY, V","0, 20, 10, 2, 21, 5, 25, 17, 16, 28"
2023-08-29,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, TSLA, META, LLY, V","0, 20, 10, 2, 21, 5, 25, 17, 16, 28"
2023-08-30,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, LLY, V","0, 20, 10, 2, 21, 25, 5, 17, 16, 28"
2023-08-31,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, LLY, V","0, 20, 10, 2, 21, 25, 5, 17, 16, 28"
2023-09-01,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, LLY, V","0, 20, 10, 2, 21, 25, 5, 17, 16, 28"
2023-09-05,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, TSLA, META, LLY, V","0, 20, 10, 2, 21, 5, 25, 17, 16, 28"
2023-09-06,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, LLY, V","0, 20, 10, 2, 21, 25, 5, 17, 16, 28"
2023-09-07,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, LLY, V","0, 20, 10, 2, 21, 25, 5, 17, 16, 28"
2023-09-08,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, LLY, V","0, 20, 10, 2, 21, 25, 5, 17, 16, 28"
2023-09-11,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, TSLA, META, LLY, V","0, 20, 10, 2, 21, 5, 25, 17, 16, 28"
2023-09-12,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, LLY, V","0, 20, 10, 2, 21, 25, 5, 17, 16, 28"
2023-09-13,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, LLY, V","0, 20, 10, 2, 21, 25, 5, 17, 16, 28"
2023-09-14,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, LLY, V","0, 20, 10, 2, 21, 25, 5, 17, 16, 28"
2023-09-15,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, LLY, V","0, 20, 10, 2, 21, 25, 5, 17, 16, 28"
2023-09-18,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, LLY, V","0, 20, 10, 2, 21, 25, 5, 17, 16, 28"
2023-09-19,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, LLY, V","0, 20, 10, 2, 21, 25, 5, 17, 16, 28"
2023-09-20,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, LLY, V","0, 20, 10, 2, 21, 25, 5, 17, 16, 28"
2023-09-21,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, LLY, V","0, 20, 10, 2, 21, 25, 5, 17, 16, 28"
2023-09-22,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, BRK-B, META, LLY, V","0, 20, 10, 2, 21, 25, 5, 17, 16, 28"
2023-09-25,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, TSLA, META, LLY, V","0, 20, 10, 2, 21, 5, 25, 17, 16, 28"
2023-09-26,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, TSLA, META, LLY, V","0, 20, 10, 2, 21, 5, 25, 17, 16, 28"
2023-09-27,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, TSLA, META, LLY, UNH","0, 20, 10, 2, 21, 5, 25, 17, 16, 27"
2023-09-28,"AAPL, MSFT, GOOGL, AMZN, NVDA, BRK-B, META, TSLA, LLY, XOM","0, 20, 10, 2, 21, 5, 17, 25, 16, 31"
2023-09-29,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, TSLA, BRK-B, LLY, XOM","0, 20, 10, 2, 21, 17, 25, 5, 16, 31"
2023-10-02,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, LLY, XOM","0, 20, 10, 2, 21, 25, 17, 5, 16, 31"
2023-10-03,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, LLY, UNH","0, 20, 10, 2, 21, 25, 17, 5, 16, 27"
2023-10-04,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, LLY, UNH","0, 20, 10, 2, 21, 25, 17, 5, 16, 27"
2023-10-05,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, LLY, UNH","0, 20, 10, 2, 21, 25, 17, 5, 16, 27"
2023-10-06,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, LLY, UNH","0, 20, 10, 2, 21, 25, 17, 5, 16, 27"
2023-10-09,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, LLY, UNH","0, 20, 10, 2, 21, 25, 17, 5, 16, 27"
2023-10-10,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, LLY, UNH","0, 20, 10, 2, 21, 25, 17, 5, 16, 27"
2023-10-11,"AAPL, MSFT, GOOGL, AMZN, NVDA, TSLA, META, BRK-B, LLY, UNH","0, 20, 10, 2, 21, 25, 17, 5, 16, 27"
2023-10-12,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, TSLA, BRK-B, LLY, UNH","0, 20, 10, 2, 21, 17, 25, 5, 16, 27"
2023-10-13,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, TSLA, BRK-B, LLY, UNH","0, 20, 10, 2, 21, 17, 25, 5, 16, 27"
2023-10-16,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, TSLA, BRK-B, LLY, UNH","0, 20, 10, 2, 21, 17, 25, 5, 16, 27"
2023-10-17,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, TSLA, BRK-B, LLY, UNH","0, 20, 10, 2, 21, 17, 25, 5, 16, 27"
2023-10-18,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, TSLA, BRK-B, LLY, UNH","0, 20, 10, 2, 21, 17, 25, 5, 16, 27"
2023-10-19,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, TSLA, BRK-B, LLY, UNH","0, 20, 10, 2, 21, 17, 25, 5, 16, 27"
2023-10-20,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-10-23,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-10-24,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-10-25,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-10-26,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-10-27,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-10-30,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-10-31,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-11-01,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-11-02,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-11-03,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-11-06,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, V","0, 20, 10, 2, 21, 17, 5, 25, 16, 28"
2023-11-07,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-11-08,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-11-09,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-11-10,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-11-13,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-11-14,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-11-15,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-11-16,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, V","0, 20, 10, 2, 21, 17, 5, 25, 16, 28"
2023-11-17,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, UNH","0, 20, 10, 2, 21, 17, 5, 25, 16, 27"
2023-11-20,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, V","0, 20, 10, 2, 21, 17, 5, 25, 16, 28"
2023-11-21,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, V","0, 20, 10, 2, 21, 17, 5, 25, 16, 28"
2023-11-22,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, V","0, 20, 10, 2, 21, 17, 5, 25, 16, 28"
2023-11-24,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, V","0, 20, 10, 2, 21, 17, 5, 25, 16, 28"
2023-11-27,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, V","0, 20, 10, 2, 21, 17, 5, 25, 16, 28"
2023-11-28,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, V","0, 20, 10, 2, 21, 17, 5, 25, 16, 28"
2023-11-29,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, TSLA, BRK-B, LLY, V","0, 20, 10, 2, 21, 17, 25, 5, 16, 28"
2023-11-30,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, V","0, 20, 10, 2, 21, 17, 5, 25, 16, 28"
2023-12-01,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, V","0, 20, 10, 2, 21, 17, 5, 25, 16, 28"
2023-12-04,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, V","0, 20, 10, 2, 21, 17, 5, 25, 16, 28"
2023-12-05,"AAPL, MSFT, GOOGL, AMZN, NVDA, META, BRK-B, TSLA, LLY, V","0, 20, 10, 2, 21, 17, 5, 25, 16, 28"
