Date,Top 10 tickers,Top 10 stock indices
2008-08-21,"XOM, GE, MSFT, WMT, PG, JNJ, T, CVX, IBM, AAPL","31, 9, 20, 30, 23, 13, 24, 8, 11, 0"
2008-08-22,"XOM, GE, MSFT, WMT, PG, JNJ, CVX, T, IBM, AAPL","31, 9, 20, 30, 23, 13, 8, 24, 11, 0"
2008-08-25,"XOM, GE, MSFT, WMT, PG, JNJ, T, CVX, IBM, AAPL","31, 9, 20, 30, 23, 13, 24, 8, 11, 0"
2008-08-26,"XOM, GE, MSFT, WMT, PG, JNJ, T, CVX, IBM, AAPL","31, 9, 20, 30, 23, 13, 24, 8, 11, 0"
2008-08-27,"XOM, GE, MSFT, WMT, PG, JNJ, T, CVX, IBM, AAPL","31, 9, 20, 30, 23, 13, 24, 8, 11, 0"
2008-08-28,"XOM, GE, MSFT, WMT, PG, JNJ, T, CVX, IBM, AAPL","31, 9, 20, 30, 23, 13, 24, 8, 11, 0"
2008-08-29,"XOM, GE, MSFT, WMT, PG, JNJ, T, CVX, IBM, AAPL","31, 9, 20, 30, 23, 13, 24, 8, 11, 0"
2008-09-02,"XOM, GE, MSFT, WMT, PG, JNJ, T, CVX, IBM, AAPL","31, 9, 20, 30, 23, 13, 24, 8, 11, 0"
2008-09-03,"XOM, GE, MSFT, WMT, PG, JNJ, T, CVX, IBM, BAC","31, 9, 20, 30, 23, 13, 24, 8, 11, 4"
2008-09-04,"XOM, GE, MSFT, WMT, PG, JNJ, T, CVX, IBM, BAC","31, 9, 20, 30, 23, 13, 24, 8, 11, 4"
2008-09-05,"XOM, GE, MSFT, WMT, PG, JNJ, T, CVX, IBM, AAPL","31, 9, 20, 30, 23, 13, 24, 8, 11, 0"
2008-09-08,"XOM, GE, WMT, MSFT, PG, JNJ, T, CVX, IBM, BAC","31, 9, 30, 20, 23, 13, 24, 8, 11, 4"
2008-09-09,"XOM, GE, WMT, MSFT, PG, JNJ, T, CVX, IBM, BAC","31, 9, 30, 20, 23, 13, 24, 8, 11, 4"
2008-09-10,"XOM, GE, WMT, MSFT, PG, JNJ, T, CVX, IBM, BAC","31, 9, 30, 20, 23, 13, 24, 8, 11, 4"
2008-09-11,"XOM, GE, WMT, MSFT, PG, JNJ, T, CVX, IBM, BAC","31, 9, 30, 20, 23, 13, 24, 8, 11, 4"
2008-09-12,"XOM, GE, MSFT, WMT, PG, JNJ, T, CVX, IBM, BAC","31, 9, 20, 30, 23, 13, 24, 8, 11, 4"
2008-09-15,"XOM, GE, MSFT, WMT, PG, JNJ, T, CVX, IBM, BAC","31, 9, 20, 30, 23, 13, 24, 8, 11, 4"
2008-09-16,"XOM, MSFT, GE, WMT, PG, JNJ, T, CVX, IBM, GOOGL","31, 20, 9, 30, 23, 13, 24, 8, 11, 10"
2008-09-17,"XOM, GE, WMT, MSFT, PG, JNJ, T, CVX, IBM, JPM","31, 9, 30, 20, 23, 13, 24, 8, 11, 14"
2008-09-18,"XOM, WMT, GE, MSFT, PG, JNJ, T, CVX, IBM, GOOGL","31, 30, 9, 20, 23, 13, 24, 8, 11, 10"
2008-09-19,"XOM, GE, WMT, MSFT, PG, JNJ, T, CVX, IBM, BAC","31, 9, 30, 20, 23, 13, 24, 8, 11, 4"
2008-09-22,"XOM, GE, WMT, MSFT, PG, JNJ, CVX, T, BAC, JPM","31, 9, 30, 20, 23, 13, 8, 24, 4, 14"
2008-09-23,"XOM, GE, MSFT, WMT, PG, JNJ, CVX, T, IBM, BAC","31, 9, 20, 30, 23, 13, 8, 24, 11, 4"
2008-09-24,"XOM, GE, MSFT, WMT, PG, JNJ, CVX, T, IBM, BAC","31, 9, 20, 30, 23, 13, 8, 24, 11, 4"
2008-09-25,"XOM, GE, MSFT, WMT, PG, JNJ, CVX, T, IBM, BAC","31, 9, 20, 30, 23, 13, 8, 24, 11, 4"
2008-09-26,"XOM, GE, MSFT, WMT, PG, JNJ, CVX, T, IBM, BAC","31, 9, 20, 30, 23, 13, 8, 24, 11, 4"
2008-09-29,"XOM, GE, MSFT, WMT, PG, JNJ, CVX, T, BAC, JPM","31, 9, 20, 30, 23, 13, 8, 24, 4, 14"
2008-09-30,"XOM, GE, WMT, MSFT, PG, JNJ, T, CVX, IBM, JPM","31, 9, 30, 20, 23, 13, 24, 8, 11, 14"
2008-10-01,"XOM, GE, MSFT, WMT, PG, JNJ, JPM, CVX, T, BAC","31, 9, 20, 30, 23, 13, 14, 8, 24, 4"
2008-10-02,"XOM, GE, MSFT, WMT, PG, JNJ, JPM, BAC, CVX, T","31, 9, 20, 30, 23, 13, 14, 4, 8, 24"
2008-10-03,"XOM, MSFT, GE, WMT, PG, JNJ, JPM, BAC, T, CVX","31, 20, 9, 30, 23, 13, 14, 4, 24, 8"
2008-10-06,"XOM, MSFT, WMT, GE, PG, JNJ, JPM, T, CVX, BAC","31, 20, 30, 9, 23, 13, 14, 24, 8, 4"
2008-10-07,"XOM, WMT, MSFT, GE, PG, JNJ, JPM, T, CVX, BAC","31, 30, 20, 9, 23, 13, 14, 24, 8, 4"
2008-10-08,"XOM, WMT, GE, MSFT, PG, JNJ, T, CVX, JPM, IBM","31, 30, 9, 20, 23, 13, 24, 8, 14, 11"
2008-10-09,"XOM, GE, WMT, MSFT, PG, JNJ, CVX, JPM, T, IBM","31, 9, 30, 20, 23, 13, 8, 14, 24, 11"
2008-10-10,"XOM, MSFT, WMT, GE, PG, JNJ, JPM, T, CVX, IBM","31, 20, 30, 9, 23, 13, 14, 24, 8, 11"
2008-10-13,"XOM, GE, WMT, MSFT, PG, JNJ, JPM, T, IBM, CVX","31, 9, 30, 20, 23, 13, 14, 24, 11, 8"
2008-10-14,"XOM, MSFT, GE, WMT, PG, JNJ, JPM, T, CVX, IBM","31, 20, 9, 30, 23, 13, 14, 24, 8, 11"
2008-10-15,"XOM, MSFT, GE, WMT, PG, JNJ, T, JPM, CVX, BAC","31, 20, 9, 30, 23, 13, 24, 14, 8, 4"
2008-10-16,"XOM, MSFT, GE, WMT, PG, JNJ, T, JPM, CVX, BAC","31, 20, 9, 30, 23, 13, 24, 14, 8, 4"
2008-10-17,"XOM, MSFT, WMT, GE, PG, JNJ, JPM, T, CVX, IBM","31, 20, 30, 9, 23, 13, 14, 24, 8, 11"
2008-10-20,"XOM, MSFT, WMT, GE, PG, JNJ, T, JPM, CVX, IBM","31, 20, 30, 9, 23, 13, 24, 14, 8, 11"
2008-10-21,"XOM, MSFT, WMT, GE, PG, JNJ, T, JPM, CVX, IBM","31, 20, 30, 9, 23, 13, 24, 14, 8, 11"
2008-10-22,"XOM, GE, WMT, MSFT, PG, JNJ, T, JPM, CVX, BAC","31, 9, 30, 20, 23, 13, 24, 14, 8, 4"
2008-10-23,"XOM, WMT, GE, MSFT, PG, JNJ, T, JPM, CVX, BAC","31, 30, 9, 20, 23, 13, 24, 14, 8, 4"
2008-10-24,"XOM, WMT, MSFT, GE, PG, JNJ, T, JPM, CVX, BAC","31, 30, 20, 9, 23, 13, 24, 14, 8, 4"
2008-10-27,"XOM, WMT, MSFT, GE, PG, JNJ, T, JPM, CVX, PFE","31, 30, 20, 9, 23, 13, 24, 14, 8, 22"
2008-10-28,"XOM, WMT, MSFT, GE, PG, JNJ, T, JPM, CVX, PFE","31, 30, 20, 9, 23, 13, 24, 14, 8, 22"
2008-10-29,"XOM, WMT, MSFT, GE, PG, JNJ, T, CVX, JPM, PFE","31, 30, 20, 9, 23, 13, 24, 8, 14, 22"
2008-10-30,"XOM, WMT, MSFT, GE, PG, JNJ, T, CVX, JPM, IBM","31, 30, 20, 9, 23, 13, 24, 8, 14, 11"
2008-10-31,"XOM, WMT, GE, MSFT, PG, JNJ, T, CVX, JPM, IBM","31, 30, 9, 20, 23, 13, 24, 8, 14, 11"
2008-11-03,"XOM, WMT, GE, MSFT, PG, JNJ, T, JPM, CVX, WFC","31, 30, 9, 20, 23, 13, 24, 14, 8, 29"
2008-11-04,"XOM, WMT, GE, MSFT, PG, JNJ, T, JPM, CVX, WFC","31, 30, 9, 20, 23, 13, 24, 14, 8, 29"
2008-11-05,"XOM, WMT, GE, MSFT, PG, T, JNJ, CVX, JPM, WFC","31, 30, 9, 20, 23, 24, 13, 8, 14, 29"
2008-11-06,"XOM, WMT, GE, MSFT, PG, JNJ, T, CVX, JPM, IBM","31, 30, 9, 20, 23, 13, 24, 8, 14, 11"
2008-11-07,"XOM, WMT, GE, PG, MSFT, JNJ, T, JPM, CVX, IBM","31, 30, 9, 23, 20, 13, 24, 14, 8, 11"
2008-11-10,"XOM, WMT, GE, PG, MSFT, JNJ, T, CVX, JPM, IBM","31, 30, 9, 23, 20, 13, 24, 8, 14, 11"
2008-11-11,"XOM, WMT, PG, GE, MSFT, JNJ, T, CVX, JPM, IBM","31, 30, 23, 9, 20, 13, 24, 8, 14, 11"
2008-11-12,"XOM, WMT, PG, MSFT, GE, JNJ, T, CVX, JPM, PFE","31, 30, 23, 20, 9, 13, 24, 8, 14, 22"
2008-11-13,"XOM, WMT, PG, MSFT, GE, JNJ, T, CVX, JPM, IBM","31, 30, 23, 20, 9, 13, 24, 8, 14, 11"
2008-11-14,"XOM, WMT, PG, MSFT, GE, JNJ, T, CVX, JPM, IBM","31, 30, 23, 20, 9, 13, 24, 8, 14, 11"
2008-11-17,"XOM, WMT, PG, MSFT, GE, JNJ, T, CVX, JPM, PFE","31, 30, 23, 20, 9, 13, 24, 8, 14, 22"
2008-11-18,"XOM, WMT, PG, MSFT, GE, JNJ, T, CVX, JPM, PFE","31, 30, 23, 20, 9, 13, 24, 8, 14, 22"
2008-11-19,"XOM, WMT, PG, MSFT, JNJ, GE, T, CVX, JPM, PFE","31, 30, 23, 20, 13, 9, 24, 8, 14, 22"
2008-11-20,"XOM, WMT, PG, MSFT, JNJ, GE, T, CVX, JPM, PFE","31, 30, 23, 20, 13, 9, 24, 8, 14, 22"
2008-11-21,"XOM, WMT, PG, MSFT, JNJ, T, GE, CVX, PFE, IBM","31, 30, 23, 20, 13, 24, 9, 8, 22, 11"
2008-11-24,"XOM, WMT, PG, MSFT, JNJ, T, GE, CVX, PFE, KO","31, 30, 23, 20, 13, 24, 9, 8, 22, 15"
2008-11-25,"XOM, WMT, PG, MSFT, JNJ, GE, T, CVX, PFE, IBM","31, 30, 23, 20, 13, 9, 24, 8, 22, 11"
2008-11-26,"XOM, WMT, PG, MSFT, GE, JNJ, T, CVX, JPM, IBM","31, 30, 23, 20, 9, 13, 24, 8, 14, 11"
2008-11-28,"XOM, WMT, PG, MSFT, GE, T, CVX, JNJ, JPM, IBM","31, 30, 23, 20, 9, 24, 8, 13, 14, 11"
2008-12-01,"XOM, WMT, PG, GE, MSFT, T, JNJ, CVX, JPM, PFE","31, 30, 23, 9, 20, 24, 13, 8, 14, 22"
2008-12-02,"XOM, WMT, PG, MSFT, GE, T, JNJ, CVX, IBM, PFE","31, 30, 23, 20, 9, 24, 13, 8, 11, 22"
2008-12-03,"XOM, WMT, GE, PG, MSFT, T, JNJ, CVX, PFE, IBM","31, 30, 9, 23, 20, 24, 13, 8, 22, 11"
2008-12-04,"XOM, WMT, GE, PG, MSFT, T, JNJ, CVX, JPM, PFE","31, 30, 9, 23, 20, 24, 13, 8, 14, 22"
2008-12-05,"XOM, WMT, GE, PG, MSFT, T, JNJ, CVX, JPM, PFE","31, 30, 9, 23, 20, 24, 13, 8, 14, 22"
2008-12-08,"XOM, WMT, GE, PG, MSFT, T, JNJ, CVX, JPM, WFC","31, 30, 9, 23, 20, 24, 13, 8, 14, 29"
2008-12-09,"XOM, WMT, GE, MSFT, PG, T, JNJ, CVX, JPM, WFC","31, 30, 9, 20, 23, 24, 13, 8, 14, 29"
2008-12-10,"XOM, WMT, GE, MSFT, PG, T, JNJ, CVX, JPM, WFC","31, 30, 9, 20, 23, 24, 13, 8, 14, 29"
2008-12-11,"XOM, WMT, GE, MSFT, PG, T, JNJ, CVX, JPM, PFE","31, 30, 9, 20, 23, 24, 13, 8, 14, 22"
2008-12-12,"XOM, WMT, GE, PG, MSFT, T, JNJ, CVX, JPM, PFE","31, 30, 9, 23, 20, 24, 13, 8, 14, 22"
2008-12-15,"XOM, WMT, GE, PG, MSFT, T, CVX, JNJ, JPM, PFE","31, 30, 9, 23, 20, 24, 8, 13, 14, 22"
2008-12-16,"XOM, WMT, GE, PG, MSFT, JNJ, T, CVX, PFE, IBM","31, 30, 9, 23, 20, 13, 24, 8, 22, 11"
2008-12-17,"XOM, WMT, GE, PG, MSFT, T, JNJ, CVX, JPM, PFE","31, 30, 9, 23, 20, 24, 13, 8, 14, 22"
2008-12-18,"XOM, WMT, GE, PG, MSFT, T, JNJ, CVX, JPM, PFE","31, 30, 9, 23, 20, 24, 13, 8, 14, 22"
2008-12-19,"XOM, WMT, PG, MSFT, GE, JNJ, T, CVX, PFE, IBM","31, 30, 23, 20, 9, 13, 24, 8, 22, 11"
2008-12-22,"XOM, WMT, PG, GE, MSFT, T, JNJ, CVX, PFE, JPM","31, 30, 23, 9, 20, 24, 13, 8, 22, 14"
2008-12-23,"XOM, WMT, PG, MSFT, GE, T, JNJ, CVX, PFE, JPM","31, 30, 23, 20, 9, 24, 13, 8, 22, 14"
2008-12-24,"XOM, WMT, PG, GE, MSFT, T, JNJ, CVX, PFE, JPM","31, 30, 23, 9, 20, 24, 13, 8, 22, 14"
2008-12-26,"XOM, WMT, PG, MSFT, GE, T, JNJ, CVX, PFE, JPM","31, 30, 23, 20, 9, 24, 13, 8, 22, 14"
2008-12-29,"XOM, WMT, PG, MSFT, GE, T, JNJ, CVX, PFE, JPM","31, 30, 23, 20, 9, 24, 13, 8, 22, 14"
2008-12-30,"XOM, WMT, PG, MSFT, GE, T, JNJ, CVX, PFE, JPM","31, 30, 23, 20, 9, 24, 13, 8, 22, 14"
2008-12-31,"XOM, WMT, PG, MSFT, T, GE, JNJ, CVX, PFE, JPM","31, 30, 23, 20, 24, 9, 13, 8, 22, 14"
2009-01-02,"XOM, WMT, PG, MSFT, GE, T, JNJ, CVX, PFE, JPM","31, 30, 23, 20, 9, 24, 13, 8, 22, 14"
2009-01-05,"XOM, WMT, PG, MSFT, GE, T, JNJ, CVX, WFC, PFE","31, 30, 23, 20, 9, 24, 13, 8, 29, 22"
2009-01-06,"XOM, WMT, PG, MSFT, GE, T, JNJ, CVX, PFE, WFC","31, 30, 23, 20, 9, 24, 13, 8, 22, 29"
2009-01-07,"XOM, WMT, MSFT, PG, GE, T, JNJ, CVX, PFE, IBM","31, 30, 20, 23, 9, 24, 13, 8, 22, 11"
2009-01-08,"XOM, WMT, PG, MSFT, GE, JNJ, T, CVX, IBM, PFE","31, 30, 23, 20, 9, 13, 24, 8, 11, 22"
2009-01-09,"XOM, WMT, MSFT, PG, GE, JNJ, T, CVX, PFE, IBM","31, 30, 20, 23, 9, 13, 24, 8, 22, 11"
2009-01-12,"XOM, WMT, PG, MSFT, GE, JNJ, T, CVX, PFE, IBM","31, 30, 23, 20, 9, 13, 24, 8, 22, 11"
2009-01-13,"XOM, WMT, PG, MSFT, GE, JNJ, T, CVX, PFE, IBM","31, 30, 23, 20, 9, 13, 24, 8, 22, 11"
2009-01-14,"XOM, WMT, MSFT, PG, JNJ, GE, T, CVX, PFE, IBM","31, 30, 20, 23, 13, 9, 24, 8, 22, 11"
2009-01-15,"XOM, WMT, MSFT, PG, JNJ, T, GE, CVX, PFE, IBM","31, 30, 20, 23, 13, 24, 9, 8, 22, 11"
2009-01-16,"XOM, WMT, MSFT, PG, JNJ, T, GE, CVX, PFE, IBM","31, 30, 20, 23, 13, 24, 9, 8, 22, 11"
2009-01-20,"XOM, WMT, MSFT, PG, JNJ, T, GE, CVX, PFE, IBM","31, 30, 20, 23, 13, 24, 9, 8, 22, 11"
2009-01-21,"XOM, WMT, PG, MSFT, JNJ, T, CVX, GE, PFE, IBM","31, 30, 23, 20, 13, 24, 8, 9, 22, 11"
2009-01-22,"XOM, WMT, MSFT, PG, JNJ, T, CVX, GE, IBM, PFE","31, 30, 20, 23, 13, 24, 8, 9, 11, 22"
2009-01-23,"XOM, WMT, PG, JNJ, MSFT, T, CVX, GE, IBM, PFE","31, 30, 23, 13, 20, 24, 8, 9, 11, 22"
2009-01-26,"XOM, WMT, PG, JNJ, T, MSFT, CVX, PFE, GE, IBM","31, 30, 23, 13, 24, 20, 8, 22, 9, 11"
2009-01-27,"XOM, WMT, PG, T, JNJ, MSFT, CVX, GE, IBM, PFE","31, 30, 23, 24, 13, 20, 8, 9, 11, 22"
2009-01-28,"XOM, WMT, PG, JNJ, MSFT, T, CVX, GE, IBM, PFE","31, 30, 23, 13, 20, 24, 8, 9, 11, 22"
2009-01-29,"XOM, WMT, PG, JNJ, MSFT, T, CVX, GE, IBM, PFE","31, 30, 23, 13, 20, 24, 8, 9, 11, 22"
2009-01-30,"XOM, WMT, PG, JNJ, MSFT, T, CVX, GE, IBM, PFE","31, 30, 23, 13, 20, 24, 8, 9, 11, 22"
2009-02-02,"XOM, WMT, JNJ, PG, MSFT, T, CVX, GE, IBM, PFE","31, 30, 13, 23, 20, 24, 8, 9, 11, 22"
2009-02-03,"XOM, WMT, JNJ, MSFT, PG, T, CVX, GE, IBM, PFE","31, 30, 13, 20, 23, 24, 8, 9, 11, 22"
2009-02-04,"XOM, WMT, MSFT, JNJ, PG, T, CVX, IBM, GE, PFE","31, 30, 20, 13, 23, 24, 8, 11, 9, 22"
2009-02-05,"XOM, WMT, MSFT, JNJ, PG, CVX, T, IBM, GE, GOOGL","31, 30, 20, 13, 23, 8, 24, 11, 9, 10"
2009-02-06,"XOM, WMT, MSFT, JNJ, PG, CVX, T, IBM, GE, GOOGL","31, 30, 20, 13, 23, 8, 24, 11, 9, 10"
2009-02-09,"XOM, WMT, MSFT, JNJ, PG, T, CVX, IBM, GE, GOOGL","31, 30, 20, 13, 23, 24, 8, 11, 9, 10"
2009-02-10,"XOM, WMT, MSFT, JNJ, PG, T, CVX, GE, IBM, GOOGL","31, 30, 20, 13, 23, 24, 8, 9, 11, 10"
2009-02-11,"XOM, WMT, MSFT, JNJ, PG, T, CVX, IBM, GE, GOOGL","31, 30, 20, 13, 23, 24, 8, 11, 9, 10"
2009-02-12,"XOM, WMT, MSFT, JNJ, PG, CVX, T, IBM, GE, GOOGL","31, 30, 20, 13, 23, 8, 24, 11, 9, 10"
2009-02-13,"XOM, WMT, MSFT, JNJ, PG, T, CVX, IBM, GE, GOOGL","31, 30, 20, 13, 23, 24, 8, 11, 9, 10"
2009-02-17,"XOM, WMT, MSFT, JNJ, PG, T, CVX, IBM, GE, GOOGL","31, 30, 20, 13, 23, 24, 8, 11, 9, 10"
2009-02-18,"XOM, WMT, MSFT, JNJ, PG, T, CVX, IBM, GE, GOOGL","31, 30, 20, 13, 23, 24, 8, 11, 9, 10"
2009-02-19,"XOM, WMT, MSFT, JNJ, PG, T, CVX, IBM, GE, GOOGL","31, 30, 20, 13, 23, 24, 8, 11, 9, 10"
2009-02-20,"XOM, WMT, MSFT, JNJ, PG, T, CVX, IBM, GOOGL, GE","31, 30, 20, 13, 23, 24, 8, 11, 10, 9"
2009-02-23,"XOM, WMT, MSFT, JNJ, PG, T, CVX, IBM, GOOGL, GE","31, 30, 20, 13, 23, 24, 8, 11, 10, 9"
2009-02-24,"XOM, WMT, MSFT, JNJ, PG, T, CVX, IBM, GOOGL, KO","31, 30, 20, 13, 23, 24, 8, 11, 10, 15"
2009-02-25,"XOM, WMT, MSFT, JNJ, PG, T, CVX, IBM, GOOGL, KO","31, 30, 20, 13, 23, 24, 8, 11, 10, 15"
2009-02-26,"XOM, WMT, MSFT, JNJ, PG, T, CVX, IBM, GOOGL, KO","31, 30, 20, 13, 23, 24, 8, 11, 10, 15"
2009-02-27,"XOM, WMT, MSFT, JNJ, PG, T, CVX, IBM, GOOGL, GE","31, 30, 20, 13, 23, 24, 8, 11, 10, 9"
2009-03-02,"XOM, WMT, MSFT, PG, T, JNJ, IBM, CVX, GOOGL, KO","31, 30, 20, 23, 24, 13, 11, 8, 10, 15"
2009-03-03,"XOM, WMT, MSFT, PG, T, JNJ, IBM, CVX, GOOGL, KO","31, 30, 20, 23, 24, 13, 11, 8, 10, 15"
2009-03-04,"XOM, WMT, MSFT, PG, T, JNJ, IBM, CVX, GOOGL, KO","31, 30, 20, 23, 24, 13, 11, 8, 10, 15"
2009-03-05,"XOM, WMT, MSFT, PG, JNJ, T, IBM, CVX, GOOGL, KO","31, 30, 20, 23, 13, 24, 11, 8, 10, 15"
2009-03-06,"XOM, WMT, MSFT, PG, T, JNJ, IBM, CVX, GOOGL, KO","31, 30, 20, 23, 24, 13, 11, 8, 10, 15"
2009-03-09,"XOM, WMT, MSFT, PG, T, JNJ, CVX, IBM, GOOGL, KO","31, 30, 20, 23, 24, 13, 8, 11, 10, 15"
2009-03-10,"XOM, WMT, MSFT, PG, JNJ, T, CVX, IBM, GOOGL, KO","31, 30, 20, 23, 13, 24, 8, 11, 10, 15"
2009-03-11,"XOM, WMT, MSFT, T, PG, JNJ, CVX, IBM, GOOGL, GE","31, 30, 20, 24, 23, 13, 8, 11, 10, 9"
2009-03-12,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GOOGL, KO","31, 30, 20, 24, 13, 23, 8, 11, 10, 15"
2009-03-13,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GOOGL, GE","31, 30, 20, 24, 13, 23, 8, 11, 10, 9"
2009-03-16,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GOOGL, GE","31, 30, 20, 24, 13, 23, 8, 11, 10, 9"
2009-03-17,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GE, GOOGL","31, 30, 20, 24, 13, 23, 8, 11, 9, 10"
2009-03-18,"XOM, WMT, MSFT, T, PG, JNJ, CVX, IBM, GOOGL, GE","31, 30, 20, 24, 23, 13, 8, 11, 10, 9"
2009-03-19,"XOM, WMT, T, MSFT, PG, JNJ, CVX, IBM, GE, GOOGL","31, 30, 24, 20, 23, 13, 8, 11, 9, 10"
2009-03-20,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GE, GOOGL","31, 30, 20, 24, 13, 23, 8, 11, 9, 10"
2009-03-23,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GOOGL, GE","31, 30, 20, 24, 13, 23, 8, 11, 10, 9"
2009-03-24,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GE, GOOGL","31, 30, 20, 24, 13, 23, 8, 11, 9, 10"
2009-03-25,"XOM, WMT, MSFT, T, JNJ, CVX, PG, IBM, GE, GOOGL","31, 30, 20, 24, 13, 8, 23, 11, 9, 10"
2009-03-26,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GE, GOOGL","31, 30, 20, 24, 13, 23, 8, 11, 9, 10"
2009-03-27,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GE, GOOGL","31, 30, 20, 24, 13, 23, 8, 11, 9, 10"
2009-03-30,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GE, GOOGL","31, 30, 20, 24, 13, 23, 8, 11, 9, 10"
2009-03-31,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GOOGL, GE","31, 30, 20, 24, 13, 23, 8, 11, 10, 9"
2009-04-01,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GOOGL, GE","31, 30, 20, 24, 13, 23, 8, 11, 10, 9"
2009-04-02,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GOOGL, GE","31, 30, 20, 24, 13, 23, 8, 11, 10, 9"
2009-04-03,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GOOGL, GE","31, 30, 20, 24, 13, 23, 8, 11, 10, 9"
2009-04-06,"XOM, WMT, MSFT, T, PG, JNJ, CVX, IBM, GOOGL, GE","31, 30, 20, 24, 23, 13, 8, 11, 10, 9"
2009-04-07,"XOM, WMT, MSFT, T, PG, JNJ, CVX, IBM, GE, GOOGL","31, 30, 20, 24, 23, 13, 8, 11, 9, 10"
2009-04-08,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GOOGL, GE","31, 30, 20, 24, 13, 23, 8, 11, 10, 9"
2009-04-09,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GOOGL, GE","31, 30, 20, 24, 13, 23, 8, 11, 10, 9"
2009-04-13,"XOM, WMT, MSFT, T, PG, JNJ, CVX, IBM, JPM, GE","31, 30, 20, 24, 23, 13, 8, 11, 14, 9"
2009-04-14,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GE, JPM","31, 30, 20, 24, 13, 23, 8, 11, 9, 14"
2009-04-15,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GE, GOOGL","31, 30, 20, 24, 13, 23, 8, 11, 9, 10"
2009-04-16,"XOM, WMT, MSFT, T, JNJ, PG, CVX, IBM, GE, JPM","31, 30, 20, 24, 13, 23, 8, 11, 9, 14"
2009-04-17,"XOM, WMT, MSFT, T, PG, JNJ, IBM, CVX, GE, JPM","31, 30, 20, 24, 23, 13, 11, 8, 9, 14"
2009-04-20,"XOM, WMT, MSFT, T, PG, JNJ, IBM, CVX, GE, JPM","31, 30, 20, 24, 23, 13, 11, 8, 9, 14"
2009-04-21,"XOM, WMT, MSFT, T, PG, JNJ, IBM, CVX, GE, GOOGL","31, 30, 20, 24, 23, 13, 11, 8, 9, 10"
2009-04-22,"XOM, WMT, MSFT, PG, T, JNJ, IBM, CVX, GE, JPM","31, 30, 20, 23, 24, 13, 11, 8, 9, 14"
2009-04-23,"XOM, WMT, MSFT, T, PG, JNJ, IBM, CVX, GE, GOOGL","31, 30, 20, 24, 23, 13, 11, 8, 9, 10"
2009-04-24,"XOM, WMT, MSFT, T, PG, JNJ, IBM, CVX, GE, JPM","31, 30, 20, 24, 23, 13, 11, 8, 9, 14"
2009-04-27,"XOM, WMT, MSFT, T, PG, JNJ, CVX, IBM, GE, JPM","31, 30, 20, 24, 23, 13, 8, 11, 9, 14"
2009-04-28,"XOM, WMT, MSFT, T, PG, JNJ, IBM, CVX, GE, JPM","31, 30, 20, 24, 23, 13, 11, 8, 9, 14"
2009-04-29,"XOM, WMT, MSFT, T, PG, JNJ, IBM, CVX, GE, JPM","31, 30, 20, 24, 23, 13, 11, 8, 9, 14"
2009-04-30,"XOM, WMT, MSFT, T, PG, JNJ, IBM, CVX, GE, JPM","31, 30, 20, 24, 23, 13, 11, 8, 9, 14"
2009-05-01,"XOM, WMT, MSFT, T, JNJ, PG, IBM, GE, CVX, GOOGL","31, 30, 20, 24, 13, 23, 11, 9, 8, 10"
2009-05-04,"XOM, WMT, MSFT, T, JNJ, PG, IBM, GE, CVX, GOOGL","31, 30, 20, 24, 13, 23, 11, 9, 8, 10"
2009-05-05,"XOM, WMT, MSFT, T, PG, JNJ, IBM, GE, JPM, CVX","31, 30, 20, 24, 23, 13, 11, 9, 14, 8"
2009-05-06,"XOM, WMT, MSFT, T, JNJ, PG, IBM, GE, CVX, JPM","31, 30, 20, 24, 13, 23, 11, 9, 8, 14"
2009-05-07,"XOM, WMT, MSFT, T, JNJ, PG, GE, JPM, IBM, CVX","31, 30, 20, 24, 13, 23, 9, 14, 11, 8"
2009-05-08,"XOM, WMT, MSFT, JNJ, T, PG, GE, CVX, IBM, JPM","31, 30, 20, 13, 24, 23, 9, 8, 11, 14"
2009-05-11,"XOM, WMT, MSFT, GE, JNJ, PG, T, JPM, CVX, IBM","31, 30, 20, 9, 13, 23, 24, 14, 8, 11"
2009-05-12,"XOM, WMT, MSFT, GE, T, JNJ, PG, CVX, IBM, JPM","31, 30, 20, 9, 24, 13, 23, 8, 11, 14"
