Strategy,Observations,AnnualizedReturn,AnnualizedVolatility,Sharpe,MaxDrawdown,FinalWealth
Entropy market-phase MVO,5382,0.1404617823574985,0.20079033961580606,0.6995445230396008,-0.4899469082036535,16.560804895925685
Equal-weight top-10 benchmark,5382,0.11496774562243628,0.19402170974416477,0.5925509355320685,-0.5154241314695345,10.21851483282385
S&P 500 benchmark,5382,0.10976227740180255,0.1876073015088751,0.5850639954789288,-0.5479905139277176,9.246613016682256
